1,2,3,4,5,6,7,8
1.98692987396498e-06,2.21713503378851e-06,2.42556757257262e-06,2.60957904174575e-06,-1.8622522354126,-1.79072093963623,-1.71346521377563,-1.6323105096817
1.98451652977383e-06,2.21492518903688e-06,2.42359055846464e-06,2.60785918726469e-06,-0.902771949768066,-0.8313108086586,-0.754102110862732,-0.672980010509491
2.21713503378851e-06,2.42556757257262e-06,2.60957904174575e-06,2.76693845080445e-06,-1.79072093963623,-1.71346533298492,-1.6323105096817,-1.54843831062317
2.21492518903688e-06,2.42359055846464e-06,2.60785918726469e-06,2.76549576483376e-06,-0.831310868263245,-0.754102230072021,-0.672979891300201,-0.589130520820618
